YEAR,ENTITY,DEBT_NAME,ORIGINAL_AMOUNT,OUTSTANDING_FYE,PROJECT,DEBT_TYPE,HAS_DEBT,SOURCE_SHEET
2021,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2003,5200000.0,520000.0,Donelson Christian Academy Project,Conduit,True,2021
2021,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2004,102000000.0,33999996.0,Nashville Symphony Hall Project,Conduit,True,2021
2021,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series 2007,31440000.0,9432000.0,YMCA Projects,Conduit,True,2021
2021,Industrial Development Board of Metropolitan Nashville and Davidson County,Variable Rate Revenue Bonds Series A 2003,16500000.0,5892852.0,Nashville Symphony Hall Project,Conduit,True,2021
2021,Industrial Development Board of Metropolitan Nashville and Davidson County,Wonton Food Revenue Bonds,10000000.0,8000002.0,Wonton Food,Conduit,True,2021
2021,"Industrial Development Board of Perry County, Tennessee","Roof for Fisher Building (NYX, Inc.) 2012",1200000.0,475000.0,New roof for factory building owned by IDB,Direct,True,2021
2021,Industrial Development Board of Pickett County,,,,,No Debt,False,2021
2021,Industrial Development Board of Pigeon Forge,"Public Facility Bonds, Series 2011",49445000.0,44900000.0,Pigeon Forge Events Center,Direct,True,2021
2021,Industrial Development Board of Pigeon Forge,"Revenue Bonds, Series 2015",2000000.0,,PFWV Project - Retail Center,Conduit,True,2021
2021,Industrial Development Board of Roane County,,,,,No Debt,False,2021
2021,Industrial Development Board of Robertson County,,,,,No Debt,False,2021
2021,Industrial Development Board of Rutherford County,,,,,No Debt,False,2021
2021,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County,571842.03,571842.03,Airport Buildings,Direct,True,2021
2021,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County 2020,443084.28,447535.49,Airport Buildings,Direct,True,2021
2021,"Industrial Development Board of Scott County, Tennessee","J&M Grading Division , LLC 2015",1400000.0,1139622.38,J& M Grading,Conduit,True,2021
2021,"Industrial Development Board of Scott County, Tennessee","Takahata Precision Tennessee, Inc. , 2003",1008509.0,298254.31,Takahata Building #2,Conduit,True,2021
2021,"Industrial Development Board of Scott County, Tennessee","Takahata Precision Tennessee, Inc. 2013",1270867.0,173585.26,Takahata Building #1,Conduit,True,2021
2021,"Industrial Development Board of Scott County, Tennessee","Takahata Precision Tennessee, Inc. 2016",425000.0,239582.85,Takahata Building #3,Conduit,True,2021
2021,"Industrial Development Board of Scott County, Tennessee",Taylor Holdings 2012,500000.0,237951.86,Tree Products/Industrial Lane,Conduit,True,2021
2021,"Industrial Development Board of Scott County, Tennessee",Thompson Medical Clinic 2020,1010000.0,868341.89,Medical Clinic,Conduit,True,2021
2021,Industrial Development Board of Smith County,no debt,0.0,,no debt,Non-Debt,True,2021
2021,Industrial Development Board of South Pittsburg,,,,,No Debt,False,2021
2021,Industrial Development Board of Stewart County,,,,,No Debt,False,2021
2021,Industrial Development Board of Stewart-Houston Counties,2014 spec building,800000.0,508616.0,2014 Spec Building,Direct,True,2021
2021,Industrial Development Board of Stewart-Houston Counties,Interloan with Stewart Houston Industrial Park Board,1.0,1246806.0,Building loan,Direct,True,2021
2021,"Industrial Development Board of Unicoi County, Tennessee",Tax Increment Revenue Note (Series 2019),600000.0,539049.0,Erwin Gateway Development,Direct,True,2021
2021,"Industrial Development Board of Wayne County, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of Weakley County,TVA Loan-2007,738338.0,432240.16,Spec building-Martin TN,Direct,True,2021
2021,"Industrial Development Board of White County, Tennessee","IDB Revenue Bonds, Series 2009",3700000.0,,Project Taco Metals,Conduit,True,2021
2021,"Industrial Development Board of White County, Tennessee","Promissory Note, Series 2007",1400000.0,600524.0,Project HMMI,Conduit,True,2021
2021,Industrial Development Board of Williamson County,"$7,000,000 Educational Facilities Revenue Bond (Currey Ingram Academy Project), Seriies 2019",7000000.0,4783895.5,Provide funding to construct a 32-student dormitory to begin a residential program,Conduit,True,2021
2021,Industrial Development Board of Williamson County,"Industrial Development Revenue Note, Series A (Lampo Project); Issued on October 31, 2017",98000000.0,58877884.0,Construction of central business office,Conduit,True,2021
2021,Industrial Development Board of Williamson County,"Tennessee Industrial Development Revenue Bonds (Tractor Supply Project), Series 2012",78000000.0,75260394.99,"To develop, construct, and equip a new facility to be used as the Company's new headquarters.",Non-Debt,True,2021
2021,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009",7925000.0,2510000.0,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009 – Purpose: Refinance Series 2005 Bonds",Conduit,True,2021
2021,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee, Educational Facilities Revenue Refunding Bonds (Currey Ingram Academy Project) Series 2009",6105000.0,985000.0,Currey Ingram Academy Project – refinancing of prior debt the proceeds of which were used to finance acquisition and construction of facilities on the Conduit Borrower’s campus.,Conduit,True,2021
2021,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee, Educational Facilities Revenue Refunding Bonds (St. Matthew School Project) Series 2009",2050000.0,660000.0,St. Matthews School Project. Refinanced prior debt the proceeds of which were used to acquisition and construction on the Conduit Borrower’s campus,Conduit,True,2021
2021,Industrial Development Board of Wilson County,Kenwal 2007,10000000.0,,"Kenwal Steel Tennessee, LLC",Conduit,True,2021
2021,"Industrial Development Board of the City of Alamo, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Alcoa, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Arlington,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Bartlett, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Berry Hill, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Bolivar, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Bradford, TN",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Bonds (The Pinnacle Project), Series 2016A, dated November 22, 2016",91085000.0,91085000.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2021
2021,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Capital Appreciation Bonds (The Pinnacle Project), Series 2016B, dated November 22, 2016",29515400.2,24188918.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2021
2021,"Industrial Development Board of the City of Bristol, Tennessee","Subordinate Tax Increment Revenue Bonds (Pinnacle Project), Series 2016B, dated November 30, 2016",3680000.0,2825000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2021
2021,"Industrial Development Board of the City of Bristol, Tennessee","Tax Increment Revenue Bonds (Pinnacle Project), Series 2016, dated November 30, 2016",30020000.0,28410000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2021
2021,"Industrial Development Board of the City of Brownsville and Haywood County, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",2018A IDB Refunding,32235000.0,30490000.0,Refund 2007,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",2018C IDB Refunding,28200000.0,19485000.0,Refund 2010 Series,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",Black Creek Mountain,9000000.0,8930117.0,Black Creek Mountain,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",Blue Cross Blue Shield 2021,200000000.0,200000000.0,Blue Cross Blue Shield,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",East Chattanooga Rising,4000000.0,3985232.0,Nippon Paint Auto Company,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",Pinnacle Bank 2018,3500000.0,3436747.0,Evergreen Real Estate Riverwalk,Direct,True,2021
2021,"Industrial Development Board of the City of Chattanooga, Tennessee",YMCA 2020,6900000.0,1898308.0,YMCA 2020,Direct,True,2021
2021,Industrial Development Board of the City of Cleveland,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Collinwood,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Columbia, Tennessee","2016 Industrial Development Revenue Note, Series A (Project Summer)",3620000.0,0.0,Project Summer,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series 2007, Averitt Incorporated Project (2007)",8000000.0,,Averitt Express Call Center Project,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series 2011, Perdue Project (2011)",20000000.0,,Perdue Project,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series 2017, Shoppes at Eagle Pointe Project (2017)",6500000.0,,Shoppes at Eagle Pointe,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series A, ATC Project (2016)",8100000.0,,ATC Automation Project,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series A, Academy Project (2014)",90000000.0,,Academy Sports & Outdoors,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series A, Oreck Manufacturing Project (2010)",29139932.0,,Oreck Project,Conduit,True,2021
2021,Industrial Development Board of the City of Cookeville,"Industrial Development Revenue Note, Series A, Series A (facility), FICOSA (2015)",1433600.0,,FICOSA Project,Conduit,True,2021
2021,Industrial Development Board of the City of Dayton,311 Greenway BLVD 2011,1100000.0,,Purchase of Building,Direct,True,2021
2021,Industrial Development Board of the City of Dresden,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Dunlap,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Dyer,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of East Ridge,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Elizabethton, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Fairview, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Franklin,"Taxable Tax Increment Refunding Revenue Bonds, 2015",12350000.0,1693350.0,Refund a 2005 Issue,Conduit,True,2021
2021,Industrial Development Board of the City of Friendship,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Germantown, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Goodlettsville,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Greenfield,Loan for Industry - Hwy 45,292500.0,209004.63,Financing of New Facility - Hwy 45,Conduit,True,2021
2021,"Industrial Development Board of the City of Harriman, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Henderson,Arvin Sango Bonds,10000000.0,,Arvin Sango Building and Equipment,Conduit,True,2021
2021,Industrial Development Board of the City of Henderson,FHU Educational Facilities Bond 2016,7500000.0,6184964.0,Construction of Hope Barber Shull Academic Resource Center,Conduit,True,2021
2021,Industrial Development Board of the City of Henderson,Southwest Human Resource Agency Series 2016,1300000.0,,Acquisition of Building and Kitchen Equipment,Conduit,True,2021
2021,Industrial Development Board of the City of Hohenwald,"Real Estate - Forrest Ave, 2012",358915.0,254359.14,239 Forrest Ave. - Kanson Electronic,Direct,True,2021
2021,Industrial Development Board of the City of Hohenwald,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Humboldt, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Jackson,BICC Capital Project 1991,9000000.0,1000000.0,Conduit Debt offering,Conduit,True,2021
2021,Industrial Development Board of the City of Jackson,Bobrick Washroom Equipment 2020,4500000.0,4500000.0,Bobrick Building Construction,Conduit,True,2021
